"gut_r1"	"gut_r2"	"gut_r3"	"duct_r1"	"duct_r2"	"duct_r3"	"node_r1"	"node_r2"	"node_r3"
"ENSMUSG00000031216"	131.35	139.92	216.54	37.64	85.93	41.54	30.75	109.83	88.18
"ENSMUSG00000031227"	108.23	91.72	80.94	316.04	250.07	210.71	269.3	531.23	397.26
"ENSMUSG00000031242"	98.98	101.83	76.1	250.95	239.45	387.43	190.09	208.26	285.03
"ENSMUSG00000031246"	11984.47	8571.62	9668.86	3894.46	3184.28	3333.58	3695.64	4570.36	5672.03
"ENSMUSG00000031253"	35.15	20.99	58.8	3.92	5.79	14.35	2.8	7.32	16.92
"ENSMUSG00000031278"	1359.77	827.86	1048.8	753.64	322.48	380.64	1033.4	1055.14	1472.34
"ENSMUSG00000031299"	1388.44	1108.47	1185.78	1032.04	547.45	699.34	544.19	569.46	607.46
"ENSMUSG00000031303"	203.5	267.4	250.44	58.82	85.93	41.54	136.05	93.55	109.56
"ENSMUSG00000031309"	542.06	460.96	373.58	327.02	318.62	243.94	293.53	313.21	277.9
"ENSMUSG00000031312"	0	0	0	0.78	0	30.21	0	1.63	3.56
"ENSMUSG00000031314"	1198.82	624.2	919.43	512.88	379.45	255.27	452.87	621.53	912.09
"ENSMUSG00000031328"	18538.19	14447.45	15852.34	10601.94	8438.62	6344.68	4462.54	9723.2	8845.63
"ENSMUSG00000031342"	74.93	87.06	76.1	977.93	1005.1	804.32	198.48	527.98	950.39
"ENSMUSG00000031364"	0	21.77	1.38	143.51	197.93	38.52	9.32	166.77	207.54
"ENSMUSG00000031367"	2823.14	2216.17	2381.93	943.42	908.55	815.65	779.01	1338.24	1324.48
"ENSMUSG00000031373"	17.58	12.44	11.07	79.21	49.24	143.49	4.66	24.41	67.69
"ENSMUSG00000031389"	2454.06	2658.47	2331.43	1800.58	1672.28	627.6	968.17	1451.32	1320.03
"ENSMUSG00000031391"	120.25	215.32	223.46	781.87	423.86	369.31	179.84	1382.17	1760.04
"ENSMUSG00000031400"	4806.37	5479.4	4828.2	2157.4	2028.55	1200.81	1265.43	1430.17	1607.73
"ENSMUSG00000031402"	493.96	504.49	649.62	1043.02	1104.55	950.08	164	536.11	594.1
"ENSMUSG00000031403"	1361.62	1497.14	1345.59	1106.54	546.48	886.64	633.65	538.55	563.82
"ENSMUSG00000031428"	135.05	97.94	17.3	405.44	253.93	240.92	155.62	155.38	170.13
"ENSMUSG00000031429"	906.51	820.08	879.3	1253.19	1251.31	1730.99	3930.46	1966.28	2073.57
"ENSMUSG00000031431"	4625.99	5188.68	4797.07	7837.55	7594.76	11530.84	5550.92	9558.87	8261.33
"ENSMUSG00000031438"	37	66.07	141.82	7.06	13.52	2.27	0.93	5.69	0
"ENSMUSG00000031444"	2.78	3.11	0.69	134.1	336	129.14	0.93	5.69	16.92
"ENSMUSG00000031458"	28.68	64.52	57.42	163.12	279.03	163.88	382.98	170.03	166.56
"ENSMUSG00000031465"	4.63	39.64	22.14	5.49	1.93	4.53	0	6.51	3.56
"ENSMUSG00000031479"	1551.25	1846.16	1964.07	1399.84	983.86	1274.07	969.1	870.47	770.46
"ENSMUSG00000031483"	1906.45	1425.62	1766.21	963.03	773.38	471.26	679.3	1766.15	1901.66
"ENSMUSG00000031487"	64.75	117.38	47.04	162.33	182.48	151.8	229.23	147.25	165.67
"ENSMUSG00000031490"	244.2	384.78	388.8	614.83	924.97	726.53	415.6	165.96	215.55
"ENSMUSG00000031494"	17923.06	21495.5	23672.66	1968.41	2611.72	2515.67	95.98	128.54	126.48
"ENSMUSG00000031495"	13.88	7	6.23	32.15	84	67.97	8.39	8.95	2.67
"ENSMUSG00000031497"	468.98	438.41	404.71	41.56	100.41	44.56	93.18	50.44	18.7
"ENSMUSG00000031503"	190.55	160.13	132.14	13.33	43.45	80.05	18.64	33.35	90.85
"ENSMUSG00000031505"	632.71	540.24	532.7	754.42	817.79	1039.2	1061.36	874.54	850.63
"ENSMUSG00000031506"	2062.78	2484.35	2482.94	1081.45	390.07	558.87	587.99	591.43	581.63
"ENSMUSG00000031511"	481.01	577.56	652.39	282.32	122.62	154.82	176.12	254.63	161.22
"ENSMUSG00000031513"	844.54	1110.8	1106.91	552.88	558.07	575.48	431.44	330.29	212.88
"ENSMUSG00000031516"	413.48	491.27	440	622.67	721.24	958.39	1284.06	702.88	692.97
"ENSMUSG00000031529"	2072.95	1562.43	2050.55	528.57	392	350.43	302.85	689.87	581.63
"ENSMUSG00000031540"	1268.19	1114.69	1032.19	666.59	492.41	591.34	501.33	1260.14	806.09
"ENSMUSG00000031546"	947.21	994.98	962.32	1339.46	1265.79	1580.69	1401.47	985.17	1063.51
"ENSMUSG00000031548"	186.85	203.66	343.83	34.51	41.52	67.22	45.66	26.85	55.22
"ENSMUSG00000031549"	4.63	5.44	2.77	47.84	71.45	55.13	85.73	354.7	439.12
"ENSMUSG00000031565"	3835.11	4433.11	4696.76	199.19	273.24	197.11	92.25	467.77	340.25
"ENSMUSG00000031570"	2824.99	2078.58	2193.76	1331.61	925.93	1793.67	315.89	407.57	547.79
"ENSMUSG00000031575"	1443.02	1421.74	1441.06	1224.18	926.9	755.98	1173.18	1212.15	1046.58
"ENSMUSG00000031584"	1109.09	1135.68	988.61	3067.89	4201.93	3143.26	5681.37	2058.21	2294.47
"ENSMUSG00000031586"	969.41	1096.04	1050.87	1278.29	2393.52	1730.99	3029.38	1899.57	2012.11
"ENSMUSG00000031590"	1242.29	1231.29	1250.81	2064.86	1887.59	2731.66	2600.74	1298.38	1653.16
"ENSMUSG00000031591"	8744.15	7510.56	8963.9	4161.1	4166.21	4139.41	3980.78	5025.93	6055.04
"ENSMUSG00000031592"	671.56	621.86	965.09	343.49	206.62	328.52	510.64	430.35	439.12
"ENSMUSG00000031600"	1421.75	844.18	1333.14	851.67	481.79	689.52	1005.45	1006.33	976.22
"ENSMUSG00000031604"	4927.55	3096.11	2807.4	1795.88	1312.14	1477.23	1355.81	2363.28	2528.72
"ENSMUSG00000031622"	2391.16	2799.94	2571.49	3739.19	4656.69	4501.17	8679.07	4148.14	4101.71
"ENSMUSG00000031631"	309.88	224.65	239.37	119.99	62.76	184.28	339.19	316.46	197.74
"ENSMUSG00000031636"	71.23	93.28	173.65	7.84	9.66	0.76	0	29.29	9.8
"ENSMUSG00000031639"	320.98	662.29	1150.49	78.42	55.03	40.78	96.91	41.49	66.8
"ENSMUSG00000031657"	935.19	830.19	877.92	544.25	231.72	501.47	234.82	342.49	227.13
"ENSMUSG00000031659"	8674.77	8556.07	8464.4	2254.65	2607.86	1263.5	906.67	1266.65	1423.35
"ENSMUSG00000031671"	412.56	608.65	408.86	352.12	351.45	294.54	328.94	343.31	359.85
"ENSMUSG00000031684"	700.24	489.72	624.71	330.94	311.86	249.23	366.21	348.19	323.33
"ENSMUSG00000031691"	798.29	847.29	792.82	487.79	506.9	345.14	751.99	824.91	797.18
"ENSMUSG00000031696"	6294.72	3692.32	5453.61	3296.88	2093.24	1729.47	2013.69	3913.04	4621.89
"ENSMUSG00000031709"	6475.09	6039.08	7935.86	2338.56	2078.76	928.93	2314.67	3328.93	4297.67
"ENSMUSG00000031710"	0.93	3.11	4.84	15.68	28	37.01	70.82	31.73	55.22
"ENSMUSG00000031712"	332.08	394.11	392.95	1138.7	1806.48	1410.77	6861.07	3979.75	3604.7
"ENSMUSG00000031722"	10.18	31.09	20.06	77.64	207.59	357.22	0	50.44	47.21
"ENSMUSG00000031728"	241.43	227.76	170.19	426.62	719.31	475.79	364.35	415.71	347.38
"ENSMUSG00000031731"	1357.92	1277.93	1524.77	977.14	693.24	473.53	674.65	1001.44	1544.49
"ENSMUSG00000031756"	433.83	469.51	455.22	272.91	267.45	371.57	545.12	488.93	408.84
"ENSMUSG00000031758"	109.15	124.37	117.61	1073.6	1110.35	586.06	2118.05	918.47	602.12
"ENSMUSG00000031760"	0.93	2.33	1.38	22.74	16.41	61.17	8.39	6.51	2.67
"ENSMUSG00000031762"	6.48	11.66	8.3	25.1	47.31	113.28	70.82	29.29	36.52
"ENSMUSG00000031766"	16.65	24.1	72.64	98.03	182.48	111.02	109.02	152.94	183.49
"ENSMUSG00000031776"	3182.97	2949.19	3022.56	2126.03	1880.83	2366.13	2225.21	2561.78	1974.7
"ENSMUSG00000031778"	185.93	150.02	191.63	337.22	681.66	283.21	1800.3	1648.19	1062.62
"ENSMUSG00000031788"	278.43	251.08	272.58	56.46	7.72	15.86	2.8	16.27	32.07
"ENSMUSG00000031791"	23.13	38.87	8.99	62.74	95.59	99.69	74.55	45.56	44.54
"ENSMUSG00000031802"	12.03	20.21	7.61	30.58	41.52	146.51	78.27	32.54	87.29
"ENSMUSG00000031803"	331.15	263.51	395.03	91.75	68.55	5.29	168.66	213.14	278.79
"ENSMUSG00000031807"	1134.07	1632.39	1265.34	2213.08	2632	3230.87	4807.32	2240.44	1937.29
"ENSMUSG00000031808"	334.85	327.26	386.73	706.59	632.41	416.89	534.87	541.81	569.16
"ENSMUSG00000031812"	3799.95	4093.42	4135.69	5706.02	7164.14	8102.85	9330.42	7035.33	8164.24
"ENSMUSG00000031816"	521.71	491.27	608.11	708.94	840.97	682.73	598.24	712.64	683.17
"ENSMUSG00000031819"	469.91	540.24	480.81	1561.39	1931.04	1727.21	2557.88	1719.78	1567.65
"ENSMUSG00000031821"	270.1	412.76	316.85	661.1	337.93	922.13	478.96	290.43	221.79
"ENSMUSG00000031825"	56.43	109.6	75.41	1998.21	2498.76	1564.08	1733.21	4087.13	4083.01
"ENSMUSG00000031847"	1.85	6.22	13.84	68.23	121.66	52.11	151.89	86.23	39.19
"ENSMUSG00000031851"	1224.72	1526.68	1297.16	203.11	439.31	424.44	482.69	200.94	183.49
"ENSMUSG00000031862"	4181.99	4231.01	4285.82	3010.64	2575.04	1124.54	2135.76	2496.7	2206.29
"ENSMUSG00000031865"	4195.86	3943.39	3533.12	2849.09	2397.38	1110.94	1971.75	3681.18	2904.6
"ENSMUSG00000031879"	712.26	714.37	751.32	1885.28	2778.76	3086.62	4399.17	2096.44	2047.74
"ENSMUSG00000031880"	2491.06	2145.43	2043.63	18655.15	23911.04	14746.6	21953.01	16281.81	16842.42
"ENSMUSG00000031885"	5052.42	4484.42	5104.24	2100.94	1373.93	1881.28	781.81	1371.6	1692.35
"ENSMUSG00000031901"	155.4	187.34	152.89	319.96	270.34	364.78	174.25	207.45	195.07
"ENSMUSG00000031903"	40.7	38.09	59.5	449.36	873.79	209.95	133.25	69.96	58.79
"ENSMUSG00000031906"	37.93	22.54	49.12	4.71	0	0.76	2.8	1.63	50.77
"ENSMUSG00000031907"	29.6	49.75	42.2	20.39	7.72	8.31	14.91	26.03	7.13
"ENSMUSG00000031918"	1160.89	980.21	924.27	749.72	412.28	390.45	318.69	623.16	569.16
"ENSMUSG00000031919"	0	0	0	3.14	25.1	9.82	0	8.14	13.36
"ENSMUSG00000031922"	835.29	666.17	916.66	1312.79	882.48	1416.81	1433.16	1188.55	1140.11
"ENSMUSG00000031924"	3306	2476.57	2783.19	2048.4	1695.45	1975.68	1819.87	2161.53	1951.54
"ENSMUSG00000031928"	996.24	788.21	679.37	568.56	523.31	278.68	366.21	510.89	410.62
"ENSMUSG00000031933"	0	2.33	7.61	75.29	104.28	90.63	72.68	94.37	105.99
"ENSMUSG00000031951"	701.16	716.7	727.79	218.8	219.17	41.54	11.18	145.62	282.35
"ENSMUSG00000031954"	1213.62	1375.87	1306.15	1847.63	2243.86	2468.84	3401.18	2062.28	1807.25
"ENSMUSG00000031960"	3840.66	2831.04	3004.57	2407.57	1778.48	902.5	5035.61	3117.41	3066.71
"ENSMUSG00000031963"	17.58	4.66	5.53	90.97	216.28	90.63	21.43	104.94	134.5
"ENSMUSG00000031969"	813.09	652.96	796.28	428.19	508.83	225.06	462.19	636.99	700.99
"ENSMUSG00000031974"	364.46	409.65	410.94	283.11	164.14	157.84	320.55	294.49	343.81
"ENSMUSG00000031985"	1377.34	1368.1	1450.05	1170.85	1152.83	974.25	794.85	974.6	846.17
"ENSMUSG00000031988"	1286.69	1103.03	1214.83	624.24	627.59	404.05	882.44	724.03	655.56
"ENSMUSG00000031996"	1459.67	1305.91	1514.39	4592.42	4125.66	2100.29	7214.24	8604.61	9918.94
"ENSMUSG00000032018"	2693.64	1811.96	1834.7	1299.46	978.07	1045.24	1162.93	1865.4	1716.4
"ENSMUSG00000032026"	2394.86	2354.53	2278.85	4568.9	3041.38	7196.58	2657.58	1232.48	815.89
"ENSMUSG00000032035"	463.43	201.33	497.42	3412.95	1941.66	2465.82	2965.09	4144.89	3331.25
"ENSMUSG00000032044"	576.28	963.89	695.97	422.7	248.14	412.36	440.76	475.91	326
"ENSMUSG00000032051"	241.43	337.36	280.88	640.71	677.79	977.27	871.26	516.59	546.9
"ENSMUSG00000032053"	932.41	539.47	579.74	3001.23	1677.1	3761.8	350.37	1513.96	970.87
"ENSMUSG00000032058"	1393.07	1410.85	1761.37	1034.39	466.34	481.08	361.55	1060.02	1450.07
"ENSMUSG00000032068"	10848.56	9900.85	8222.27	80.78	52.14	116.31	53.11	124.47	172.8
"ENSMUSG00000032083"	28.68	9.33	20.75	3.92	1.93	1210.63	37.27	1.63	7.13
"ENSMUSG00000032087"	41.63	27.98	24.91	1166.93	1444.41	730.31	6203.2	5474.18	5864.43
"ENSMUSG00000032093"	24.05	37.31	58.8	96.46	133.24	159.35	873.13	379.1	369.64
"ENSMUSG00000032094"	17.58	18.66	35.28	113.71	167.03	247.72	1415.45	301.82	386.57
"ENSMUSG00000032101"	2.78	3.11	0	16.47	24.14	33.99	35.41	13.02	8.91
"ENSMUSG00000032109"	308.03	394.11	378.42	206.25	203.72	148.78	93.18	186.3	193.28
"ENSMUSG00000032115"	1700.17	1312.13	964.4	785.79	547.45	441.05	254.39	383.17	262.76
"ENSMUSG00000032122"	686.36	664.62	716.03	371.72	451.86	231.86	237.62	292.05	240.49
"ENSMUSG00000032125"	166.5	191.22	189.56	0.78	0	0	0	0	0
"ENSMUSG00000032174"	7.4	0	3.46	36.86	42.48	63.44	138.84	287.99	274.34
"ENSMUSG00000032179"	11.1	4.66	6.92	0	0	0	0.93	0.81	0
"ENSMUSG00000032184"	25.9	50.53	38.05	556.02	517.52	570.2	381.12	422.22	414.18
"ENSMUSG00000032186"	40.7	17.88	67.11	530.14	668.14	387.43	294.46	596.31	665.36
"ENSMUSG00000032193"	11116.81	10004.24	11059.42	3300.02	2828.97	1586.74	2360.33	7379.45	7427.62
"ENSMUSG00000032220"	201.65	106.49	175.03	1449.25	986.76	832.26	150.96	689.87	833.7
"ENSMUSG00000032224"	0	0	0	30.58	13.52	37.01	0	0	1.78
"ENSMUSG00000032231"	4194.01	4815.56	4880.78	20033.82	18506.07	22713.51	19358.79	21348.42	20729.47
"ENSMUSG00000032238"	79.55	69.18	63.65	573.27	1467.59	608.71	683.03	1131.61	1132.09
"ENSMUSG00000032246"	85.1	71.51	82.33	3.14	0	9.82	4.66	1.63	1.78
"ENSMUSG00000032251"	79.55	75.4	50.5	180.37	121.66	342.87	100.64	142.37	171.91
"ENSMUSG00000032254"	2724.16	2332.77	2960.99	988.12	401.66	545.28	211.53	389.68	471.19
"ENSMUSG00000032280"	5983.91	4413.68	4633.8	1668.83	1671.31	1682.65	2593.29	3930.12	4184.55
"ENSMUSG00000032294"	15896.35	18199.63	15385.36	12149.22	9716.97	9423.75	13313.07	9615.01	9916.26
"ENSMUSG00000032298"	592.01	448.52	545.15	1286.91	896	1001.43	924.38	1526.17	1068.85
"ENSMUSG00000032300"	579.06	483.5	638.55	1878.22	1584.41	2048.94	411.87	496.25	569.16
"ENSMUSG00000032305"	422.73	522.37	498.11	265.85	330.21	124.61	290.73	521.47	399.04
"ENSMUSG00000032306"	333.93	462.51	355.59	952.05	1014.76	721.24	2345.42	2856.27	3128.17
"ENSMUSG00000032311"	18.5	34.98	38.05	8.63	0	5.29	12.11	0.81	30.28
"ENSMUSG00000032324"	1603.05	1654.94	1926.02	15719.79	21613.11	16231.38	77033.54	34581.97	38569.48
"ENSMUSG00000032330"	1033.24	1330.79	1157.41	1587.27	2240.97	3691.56	2933.4	1204.01	1164.16
"ENSMUSG00000032333"	623.46	607.87	602.57	1995.85	2300.83	1767.24	8955.83	3986.25	3675.07
"ENSMUSG00000032336"	4058.03	3562.5	3887.33	2005.26	2552.83	2329.13	1531	2131.43	2147.5
"ENSMUSG00000032342"	733.54	669.28	626.1	391.33	294.48	453.14	117.41	368.53	299.28
"ENSMUSG00000032344"	407.93	314.04	431.7	204.68	139.03	104.22	123	294.49	258.31
"ENSMUSG00000032366"	1040.64	1211.08	1057.1	2398.94	3346.48	2577.6	4692.7	5056.03	5969.53
"ENSMUSG00000032370"	1986	1871.03	1937.09	2923.59	4675.04	4191.52	7483.53	4039.95	4389.41
"ENSMUSG00000032372"	1.85	3.11	0	1.57	0	61.93	36.34	41.49	49.88
"ENSMUSG00000032373"	58.28	88.62	24.91	0	0.97	0.76	0	32.54	30.28
"ENSMUSG00000032375"	345.03	336.58	376.35	77.64	53.1	54.38	98.77	117.96	76.6
"ENSMUSG00000032381"	2628.89	2731.54	2515.45	3442.75	3422.76	4773.05	4259.4	3350.08	3076.51
"ENSMUSG00000032383"	656.76	807.65	745.78	1506.5	1105.52	2353.29	891.76	706.95	560.26
"ENSMUSG00000032393"	1693.7	1375.1	1759.99	1108.11	653.66	650.25	773.42	1430.98	1287.97
"ENSMUSG00000032396"	980.51	823.19	862.7	556.8	392.97	277.92	403.48	755.76	783.82
"ENSMUSG00000032400"	365.38	258.85	279.49	124.69	37.66	151.8	28.89	159.45	105.99
"ENSMUSG00000032402"	8.33	17.88	6.92	332.51	277.1	200.89	313.1	200.13	195.96
"ENSMUSG00000032410"	524.48	679.39	790.75	479.95	246.21	259.04	398.82	894.87	790.95
"ENSMUSG00000032413"	916.69	741.57	675.91	1467.29	1167.31	1464.39	4538.02	4738.76	5218.66
"ENSMUSG00000032420"	41.63	15.55	20.06	169.39	121.66	132.17	358.75	401.07	711.68
"ENSMUSG00000032423"	1825.05	1548.44	1808.41	1243	986.76	1197.79	682.1	853.38	797.18
"ENSMUSG00000032434"	5020.05	4232.56	4804.68	3260.81	2733.38	1408.5	8395.8	4126.99	4246.01
"ENSMUSG00000032435"	2346.76	1867.92	1818.79	1554.33	1368.14	1073.94	1886.96	1950.01	2280.21
"ENSMUSG00000032446"	0	0.78	0.69	91.75	54.07	40.78	9.32	59.39	53.44
"ENSMUSG00000032454"	8.33	10.11	15.91	0	0	0	1.86	0	0
"ENSMUSG00000032456"	76.78	170.24	128.68	276.83	336	187.3	618.74	590.62	517.5
"ENSMUSG00000032458"	3803.65	3194.83	3571.17	2987.11	1901.1	2031.57	2132.96	3143.45	2571.48
"ENSMUSG00000032470"	58.28	62.96	96.85	181.16	388.14	277.92	1452.72	506.01	565.6
"ENSMUSG00000032481"	2018.38	1906.01	2054.7	1702.55	900.83	709.92	1059.49	1395.19	919.21
"ENSMUSG00000032484"	0	3.89	0	60.39	199.86	136.7	0	74.84	108.67
"ENSMUSG00000032485"	2005.43	2024.17	1937.78	1263.39	1000.28	861.72	1066.01	969.72	981.56
"ENSMUSG00000032487"	33697.31	20661.43	23535.68	9863.98	5242.76	2929.53	1002.65	6255.16	7344.79
"ENSMUSG00000032489"	1159.04	1057.17	920.12	212.53	152.55	27.94	36.34	78.1	63.24
"ENSMUSG00000032497"	2583.56	2300.9	2292	1105.76	1213.66	904.01	2264.35	1494.44	1378.82
"ENSMUSG00000032501"	3890.61	3740.51	3985.57	2468.74	2988.28	1550.49	1256.11	1440.75	1696.8
"ENSMUSG00000032504"	5248.53	5063.53	5521.41	3714.87	2436	1803.49	3229.73	4315.73	5219.55
"ENSMUSG00000032508"	4268.94	5279.62	5306.94	1374.75	1628.83	1380.56	1848.75	1456.2	1344.97
"ENSMUSG00000032515"	19914.61	19917.52	21132.3	5658.18	6673.66	3495.2	2918.49	5073.93	4734.12
"ENSMUSG00000032526"	151.7	140.7	130.75	290.95	307.03	513.56	236.69	141.55	86.4
"ENSMUSG00000032528"	8.33	11.66	17.3	156.06	168	78.54	388.57	227.79	160.33
"ENSMUSG00000032534"	808.46	904.03	969.93	1972.33	1751.45	1103.39	2638.95	1967.09	2135.03
"ENSMUSG00000032536"	1389.37	1497.14	1491.56	697.96	708.69	508.27	876.85	1042.12	983.34
"ENSMUSG00000032553"	903.74	760.23	814.96	1282.21	1095.86	1336	457.53	389.68	374.99
"ENSMUSG00000032555"	2943.39	2064.59	2417.91	1697.85	608.28	1158.52	497.6	1216.21	1067.07
"ENSMUSG00000032561"	34.23	41.98	25.6	10.98	0.97	0	1.86	52.07	73.04
"ENSMUSG00000032565"	986.99	1186.21	1168.48	537.19	616.97	703.12	1944.73	1143	1001.16
"ENSMUSG00000032575"	1993.4	2420.61	2217.97	6731	5728.42	12387.27	1834.78	1387.05	1153.47
"ENSMUSG00000032598"	1133.14	1628.51	1449.36	850.88	789.79	540.74	2844.88	2075.29	2149.28
"ENSMUSG00000032599"	89.73	53.64	101.01	309.77	196.97	436.52	653.21	385.61	366.08
"ENSMUSG00000032601"	4216.21	3043.25	3852.05	1526.1	1297.66	925.16	1216.04	2054.14	2705.08
"ENSMUSG00000032602"	7025.48	5921.7	5715.12	2670.29	3344.55	3117.59	4759.79	5034.07	6563.63
"ENSMUSG00000032609"	101.75	170.24	164.65	366.23	433.52	303.6	757.58	1059.2	749.09
"ENSMUSG00000032633"	1186.79	949.12	1059.17	2177.79	2237.1	1811.79	1086.51	2066.34	1881.18
"ENSMUSG00000032656"	36.08	32.65	20.06	85.48	126.48	86.85	100.64	61.01	77.49
"ENSMUSG00000032666"	1806.55	2137.66	1768.29	626.6	867.03	582.28	461.26	237.55	388.35
"ENSMUSG00000032673"	176.68	160.13	195.78	326.24	386.21	473.53	326.14	261.95	341.14
"ENSMUSG00000032691"	8379.7	5781	7047.56	908.92	1148.97	603.43	37.27	247.31	320.66
"ENSMUSG00000032733"	51.8	56.75	23.52	143.51	128.41	111.77	79.21	116.33	146.97
"ENSMUSG00000032776"	4.63	1.55	1.38	43.13	55.03	70.99	50.32	101.69	85.51
"ENSMUSG00000032783"	451.41	430.64	426.85	242.33	117.79	213.73	42.86	74.84	63.24
"ENSMUSG00000032803"	5543.6	3212.7	3165.76	2048.4	1875.04	2674.27	1956.85	1486.3	1688.78
"ENSMUSG00000032815"	585.53	544.13	565.22	497.98	263.59	312.66	184.5	231.04	268.99
"ENSMUSG00000032826"	37.93	42.75	29.75	13.33	2.9	7.55	1.86	34.98	12.47
"ENSMUSG00000032841"	2699.19	1873.37	2106.59	1503.36	1584.41	1134.35	1779.8	2522.73	2583.06
"ENSMUSG00000032849"	683.58	565.9	733.33	328.59	164.14	180.5	152.82	499.5	572.73
"ENSMUSG00000032867"	1073.94	978.66	948.48	846.96	697.1	416.89	652.28	712.64	502.36
"ENSMUSG00000032902"	120.25	163.24	114.84	576.41	198.9	361.75	282.34	319.71	351.83
"ENSMUSG00000032915"	194.25	125.15	120.38	2426.39	2640.69	2401.63	14.91	491.37	809.65
"ENSMUSG00000032946"	428.28	443.86	309.24	1803.72	922.07	2523.22	1438.75	664.65	537.1
"ENSMUSG00000032965"	875.99	677.83	705.66	1395.92	1763.04	1298.99	3154.25	3139.38	3656.36
"ENSMUSG00000032998"	1037.86	701.93	1183.7	468.18	465.38	315.69	409.07	916.84	1057.27
"ENSMUSG00000033006"	9.25	26.43	10.38	0	0	0	0	0	0.89
"ENSMUSG00000033024"	0	0	0	17.25	9.66	20.39	0	20.34	20.49
"ENSMUSG00000033059"	2208.01	2506.11	2583.94	1415.53	960.69	542.25	1070.67	1417.97	1650.48
"ENSMUSG00000033075"	1077.64	1448.94	1615.4	650.12	558.07	447.1	680.24	863.96	1011.85
"ENSMUSG00000033107"	399.61	164.02	294.71	888.53	863.17	1578.43	1348.36	717.53	770.46
"ENSMUSG00000033114"	282.13	294.61	372.2	170.96	90.76	195.6	253.46	270.9	194.17
"ENSMUSG00000033128"	2824.99	3279.55	3022.56	2086.82	2189.79	1160.79	2832.77	2613.03	2556.33
"ENSMUSG00000033166"	860.26	750.9	675.22	477.59	228.83	242.43	285.14	337.61	395.47
"ENSMUSG00000033184"	4734.22	3724.19	4404.12	2536.97	1674.21	1740.8	1806.82	2660.21	3582.43
"ENSMUSG00000033186"	1589.17	1177.65	1472.19	826.57	601.52	604.94	755.71	827.35	815.89
"ENSMUSG00000033191"	26.83	71.51	87.17	3.14	0	5.29	0	0.81	0.89
"ENSMUSG00000033192"	2972.99	3135.75	2743.06	1182.61	1399.03	1115.47	109.02	209.07	222.68
"ENSMUSG00000033213"	18.5	6.22	4.84	122.34	163.17	223.55	26.09	27.66	27.61
"ENSMUSG00000033222"	764.06	537.91	740.94	308.98	120.69	253.76	39.14	238.36	170.13
"ENSMUSG00000033227"	0	0.78	0	32.94	85.93	53.62	0	26.85	0.89
"ENSMUSG00000033257"	653.98	492.83	569.37	229.78	281.93	209.2	194.75	194.43	220.9
"ENSMUSG00000033278"	36.08	32.65	37.36	7.84	4.83	6.8	2.8	3.25	11.58
"ENSMUSG00000033285"	2040.58	1955.76	2067.85	1082.23	707.72	538.48	365.28	777.73	464.06
"ENSMUSG00000033287"	469.91	616.42	427.54	160.77	346.62	185.03	150.02	287.99	183.49
"ENSMUSG00000033295"	10.18	34.2	26.98	69.01	80.14	55.13	27.95	56.13	25.83
"ENSMUSG00000033306"	2803.72	2799.94	3104.19	1795.09	1611.45	1940.94	2670.63	5312.29	6127.19
"ENSMUSG00000033318"	452.33	432.2	397.1	891.66	672.97	1711.35	555.37	541.81	425.76
"ENSMUSG00000033319"	9392.58	5636.42	7513.15	3888.19	2769.1	2054.22	464.98	1382.17	1495.5
"ENSMUSG00000033323"	1394.92	1487.81	1221.06	1174.77	908.55	461.44	860.08	1134.05	910.3
"ENSMUSG00000033326"	1366.24	1200.2	1084.08	591.31	532	306.62	1314.81	1479.79	1336.06
"ENSMUSG00000033327"	37.93	33.43	45.66	4.71	0	5.29	6.52	0	0.89
"ENSMUSG00000033350"	15.73	33.43	29.06	422.7	610.21	246.2	1862.73	344.12	381.22
"ENSMUSG00000033352"	2358.78	2114.34	2776.96	1432	1058.21	782.42	1330.65	1498.51	1871.38
"ENSMUSG00000033361"	7.4	38.09	0.69	0.78	0	0.76	1.86	0	8.02
"ENSMUSG00000033365"	827.89	869.83	976.85	712.08	654.62	416.89	763.17	689.05	731.27
"ENSMUSG00000033379"	2775.96	3142.74	2969.98	7159.98	10482.62	8739.51	10581.87	6727.82	6380.15
"ENSMUSG00000033382"	1924.03	1389.87	2168.85	1077.53	602.48	704.63	626.19	1308.96	1012.74
"ENSMUSG00000033386"	1986.93	2011.73	2045.71	573.27	504	568.69	281.41	474.28	449.81
"ENSMUSG00000033392"	1971.2	1481.59	1458.35	517.59	343.72	424.44	649.49	1074.66	1153.47
"ENSMUSG00000033400"	674.33	446.19	598.42	210.96	187.31	126.12	208.73	296.12	145.19
"ENSMUSG00000033409"	0.93	0	0	7.84	4.83	4.53	0.93	17.9	9.8
"ENSMUSG00000033417"	1196.97	1102.25	1224.52	863.43	728	567.18	860.08	1068.15	1116.95
"ENSMUSG00000033419"	0	0.78	0	21.96	0	18.13	73.61	33.35	140.73
"ENSMUSG00000033436"	83.25	108.05	147.36	252.52	289.66	272.64	163.07	67.52	189.72
"ENSMUSG00000033488"	145.23	203.66	126.6	272.13	473.1	203.91	296.32	206.63	212.88
"ENSMUSG00000033502"	1685.37	1251.5	1962.69	872.84	593.79	250.74	709.12	794	1148.12
"ENSMUSG00000033508"	4.63	17.1	22.83	920.68	1530.35	1261.99	3178.48	2261.59	1740.45
